/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_44_657.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_44_657.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_44_657.jpg,-0.004595588,1,0,23.72131
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_44_741.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_44_741.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_44_741.jpg,-0.02297794,1,0,24.50039
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_44_847.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_44_847.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_44_847.jpg,-0.04136029,1,0,25.46251
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_44_934.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_44_934.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_44_934.jpg,-0.04595588,1,0,26.41363
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_015.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_015.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_015.jpg,-0.05055147,1,0,27.16791
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_129.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_129.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_129.jpg,-0.06663603,1,0,28.10164
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_238.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_238.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_238.jpg,-0.0758272,1,0,29.2088
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_318.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_318.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_318.jpg,-0.08501837,1,0,29.93982
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_407.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_407.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_407.jpg,-0.09191176,1,0,30.18979
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_536.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_536.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_536.jpg,-0.09191176,1,0,30.18982
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_602.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_602.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_602.jpg,-0.08963695,1,0,30.18989
/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_10_29_20_34_45_769.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_10_29_20_34_45_769.jpg,/Users/cory/Udacity/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_10_29_20_34_45_769.jpg,-0.05096507,1,0,30.19022
